id,title,product_type,currency,value,availability,image_link,link
GGOSGAEB107117,Season of Docs 2019 Unisex Tee,Apparel,USD,15,out_of_stock,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGCPGXXX1372.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/Season+of+Docs+2019+Unisex+Tee
GGCLCAEB122216,Security Engineer Roots73 Full Zip Hoodie (Beta),Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1222.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Security+Engineer+Roots73+Full+Zip+Hoodie+Beta
GGCPGCBA203218,Silver PES Swag Pack,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2032.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Silver+PES+Swag+Pack
GGCPGALJ303413,SoCal LAX Women's Triblend T-shirt,Apparel,USD,18.5,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX3034.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/SoCal+LAX+Womens+Triblend+Tshirt
GGCPGAEJ303715,SoCal PLV Triblend T-shirt,Apparel,USD,18.5,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX3037.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/SoCal+PLV+Triblend+Tshirt
GGCPGBMB305699,Sproketeer Sport Bag,Bags,USD,57,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBMB305699.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Sprocketeer+Sport+Bag
GGPRGCBA111714,Super G Lounge Set,tbd,USD,49,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGXXX1117.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Super+G+Lounge+Set
GGCPGALJ115817,Women's AdMob Tee and Book Kit,Kit,USD,32,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1158.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+AdMob+Tee+and+Book+Kit
GGOEYAEC179616,YouTube Lake Blue Tee,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX1796.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Lake+Blue+Tee
GGOEYDWB123299,YouTube Play Mug,Drinkware,USD,13,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDWB123299.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/YouTube+Play+Mug
GGOEYCBA180799,YouTube Zipper Pull,Apparel,USD,5,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYCBA180799.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/YouTube+Zipper+Pull
GGOEAHPL130910,Android Iconic Hat Green,Apparel,USD,16,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL130910.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+Green
GGOEAAAJ031917,Android Men's Short Sleeve Hero Tee Heather,Apparel,USD,18.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0319.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+T+Shirts/Android+Mens+Short+Sleeve+Hero+Tee+Heather.axd
GGCPCAEB177116,CLS Short Sleeve Black T-Shirt,Apparel,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX1771.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Cloud+Unisex+Black+Tri+blend+Tee
GGCLCAAJ119916,Cloud Developer Unisex Long Sleeve Tee Bundle & Beta Hat,Apparel,USD,33.15,out_of_stock,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1199.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Cloud+Developer+Unisex+Short+Sleeve+Tee+Bundle+Beta+Hat
GGCLCCBA109199,Collaboration Engineer Blanket and Mug,Kit,USD,54,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCCBA109199.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Collaboration+Engineer+Blanket+Mug
GGCLCAEJ124517,Collaboration Engineer Full Zip Sweater Fleece Jacket,Apparel,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1245.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Collaboration+Engineer+Full+Zip+Sweater+Fleece+Jacket
GGCOGFBQ223999,Familia Sticker Sheet,Office,USD,8,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGFBQ223999.jpg,https://shop.googlemerchandisestore.com/Familia/Familia+Sticker+Sheet
GGOSDFKC101099,Golang Gopher Decal (Sit),MadeForGoogle,USD,1,out_of_stock,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDFKC101099.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/Golang+Gopher+Decal+Sit
GGOEAFBA115499,Google Android Techie 3D Framed Art,Accessories,USD,40,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFBA115499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Techie+3D+Framed+Art
GGOEGAED142618,Google Austin Campus Unisex Tee,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1426.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Austin+Campus+Unisex+Tee
GGOEGAWQ062948,Google Baby Essentials Set,Apparel,USD,33.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0629.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Infant/Google+Baby+Essentials+Set+White.axd
GGOEGAEB164813,Google Black Eco Zip Hoodie,Apparel,USD,69,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1648.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Black+Eco+Zip+Hoodie
GGOEGBBC186899,Google Blue Canvas Pouch,Bags,USD,5,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBBC186899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Blue+Canvas+Pouch
GGOEGEVB070499,Google Bluetooth Headphones,Electronics,USD,49.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVB070499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio/Google+Bluetooth+Headphones.axd
GGOEGAMQ088099,Google Cappy Bib White,Apparel,USD,13.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAMQ088099.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Kids/Google+Cappy+Bib+White
GGOEGAWQ196250,Google Classic White Onesie,Apparel,USD,24,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1962.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Classic+White+Onesie
GGCPCDHB164199,Google Cloud Authorized Trainer Drinkware Set,tbd,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCDHB164199.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Google+Cloud+Authorized+Trainer+Drinkware+Set
GGEBCBMB106699,Google Cloud CAB Columbia Sling Bag,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBMB106699.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+CAB+Portal/Google+Cloud+CAB+MiiR+Sling+Bag
GGEBCCBA110616,Google Cloud CAF Women's Kit,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX1106.jpg,https://shop.googlemerchandisestore.com/Google+EBC+Portal/Womens+Sweaterfleece+Jacket+and+The+North+Face+Connector+Backpack
GGCPCAPB187310,Google Cloud Hat,tbd,USD,6.2,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCAPB187310.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Cloud+Hat
GGOECCBA198599,Google Cloud Patch,Accessories,USD,4.5,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECCBA198599.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Cloud+Patch
GGCPGOAQ130399,Google Confetti Pen white,Office,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAQ121299.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Confetti+Pen+White
GGPRGCBA101299,Google Cork Set,Office,USD,39,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA101299.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/Google+Cork+Set
GGOEGCBA169499,Google Kirkland Campus Patch Set,Accessories,USD,16,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA169499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Kirkland+Campus+Patch+Set
GGOEGALL146115,Google LA Campus Ladies Tee,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1461.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+LA+Campus+Ladies+Tee
GGPRGAEJ201515,Google Melange Smoke Sweatshirt,Apparel,USD,50,in_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGXXX2015.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/Google+Melange+Smoke+Sweatshirt
GGOEGAAR010717,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,USD,16.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0107.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+T+Shirts/Google+Mens+Short+Sleeve+Hero+Tee+red.axd
GGOEGCBH147799,Google PNW Campus Lapel Pin,Accessories,USD,6,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBH147799.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+PNW+Campus+Lapel+Pin
GGOEGADC134714,Google Sherpa Zip Hoodie Navy,Apparel,USD,69,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1347.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Zip+Hoodie+Navy
GGOEGAER110516,Google Shoreline Tonal Tee Maroon,Apparel,USD,21.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1105.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Shoreline+Tonal+Tee+Maroon
GGTPGDWQ102299,Google Tin Mug,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPGDWQ102299.jpg,https://shop.googlemerchandisestore.com/Google+Tops/Medium/Google+Tin+Mug
GGOEGAPL058517,Google Women's Insulated Thermal Vest Navy,Apparel,USD,119.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0585.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Women+s+Google+Insulated+Thermal+Vest+Navy.axd
GGCPHAAC114913,Hash Code Finalist Men's Kit (SM),Kit,USD,155,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1149.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+Finalist+Place+Unisex+Kit
GGCPGAEJ144517,ITRP Class 198 Unisex Tee,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1445.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/ITRP+Class+198+Unisex+Tee
GGCPGBBB138799,Igloo Maddox Cooler,Accessories,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBBB138799.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Igloo+Maddox+XL+Cooler
GGCPTALB190216,Kick Start Kit D Women's,Apparel,USD,41.26,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1902.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kick+Start+2021+Kit+D+Womens
GGCPTALB191015,Kick Start Kit H Women's,Apparel,USD,33.07,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1910.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kick+Start+2021+Kit+H+Womens
GGCLCAEB122515,Network Engineer Roots73 Full Zip Hoodie,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1225.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Network+Engineer+Roots73+Full+Zip+Hoodie
GGEBCCBA105018,On the Move (Men's),Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX1050.jpg,https://shop.googlemerchandisestore.com/Google+EBC+Portal/On+the+Move+Mens
GGOEGBJK224999,PDX Recycled Cotton Pocket Tote,Bags,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJK224999.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/PDX+Recycled+Cotton+Pocket+Tote
GGCPGDHQ196799,Perka Dashing 20 oz. Double Wall Stainless Steel Bottle with Handle,Drinkware,USD,22.4,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGDHQ196799.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Perka+Dashing+20+oz+Double+Wall+Stainless+Steel+Bottle+with+Handle
GGCPGDBM194299,RIPL Bottle,Drinkware,USD,39.97,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGDBM194299.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/RIPL+Bottle
GGCPGADB126018,"Unisex GOC Hoodie, Backpack, and Mug Kit",Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1260.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Unisex+GOC+Hoodie+Backpack+and+Mug+Kit
GGCPGALJ134116,Women's Tee Set (Gray N3Q/Gray Sushi),Kit,USD,31,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1341.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+Tee+Set+Gray+N3Q+Gray+Sushi
GGPRYCBA122299,YouTube Pin and Sunglasses Set,Kit,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRYCBA122299.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/YouTube+Pin+and+Shades+Set
GGTUGCKA101199,#IAmRemarkable Icon Teal Sticker,Accessories,USD,1,in_stock,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101199.jpg,https://shop.googlemerchandisestore.com/Google+Candidate+Swag+Portal/IAmRemarkable+Icon+Teal+Sticker
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,Accessories,USD,1,in_stock,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,https://shop.googlemerchandisestore.com/Google+Candidate+Swag+Portal/IAmRemarkable+Wordmark+Red+Sticker
GGCPCDWQ192499,Accelerate 2022 Mug,Drinkware,USD,40,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCDWQ192499.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Accelerate+22+Mug
GGOEABRJ182999,Android Commuter Backpack,Bags,USD,60,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Commuter+Backpack
GGOEAHPJ131210,Android Iconic Beanie,Apparel,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPJ131210.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Beanie
GGOEAHPL131010,Android Iconic Hat White,Apparel,USD,16,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL131010.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+White
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,Apparel,USD,16.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Toddler/Android+Toddler+Short+Sleeve+Tshirt+Pink.axd
GGCPGAEJ119717,"Bella Canvas Joggers, Bottle, Socks, Noogler Figurine Kit",Kit,USD,87,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1197.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Unisex+Joggers+Bottle+Socks+Noogler+Figurine+Kit
GGEBCCBA107399,CAB Mid Tier - Hardware,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA107399.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+CAB+Portal/Google+Cloud+CAB+Hardware+Bundle+M
GGOEGDNQ191499,CPD Tumbler,Drinkware,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNQ191499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/REWS+CPD+Swag/CPD+Tumbler
GGCNGAKB103599,Chrome Dino Socks,Apparel,USD,18,in_stock,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGAKB103599.jpg,https://shop.googlemerchandisestore.com/Google+Canada/Chrome+Dino+Socks
GGOEGFKA209199,Classic Android 8 (2017) Emoji,Accessories,USD,2.5,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKA086699.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Classic+Android+8+2017+Emoji
GGCLCAEJ124915,Data Engineer Full Zip Sweater Fleece Jacket,Apparel,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1249.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Data+Engineer+Full+Zip+Sweater+Fleece+Jacket
GGOEGDHC017999,Google 24 oz Alumnium Go Bottle (Made in the USA),Drinkware,USD,9.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC017999.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Tumblers/24oz+USA+Made+Aluminum+Bottle.axd
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,USD,24.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+T+Shirts/Google+Mens+3+4+Sleeve+Raglan+Henley+Black.axd
GGOEGPJC019099,Google 7-inch Dog Flying Disc Blue,Accessories,USD,1.5,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGPJC019099.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google-Frisbee
GGOECBRJ188499,Google Cloud Modern Rucksack,Bags,USD,95,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECBRJ188499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Cloud+Modern+Rucksack
GGOEGEVJ023999,Google Compact Bluetooth Speaker,Electronics,USD,79.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVJ023999.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Electronics/Compact+Bluetooth+Speaker.axd
GGOEGDNQ138099,Google Cork Base Tumbler,Drinkware,USD,28,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNQ138099.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cork+Base+Tumbler
GGOEGAEB173718,Google Crewneck Sweatshirt Black,Apparel,USD,57,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Crewneck+Sweatshirt+Black
GGCSGBMJ100299,Google Duffel Bag,Bags,USD,14,in_stock,https://shop.googlemerchandisestore.com/store/20191121212/assets/items/images/GGCSGBMJ100299.jpg,https://shop.googlemerchandisestore.com/Google+Candidate+Gift/Google+Duffel+Bag
GGOEGDHK211199,Google Dune Paracord Bottle,Drinkware,USD,37,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHK211199.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Dune+Paracord+Bottle
GGOEGAWP088549,Google Flower Onesie Purple,Apparel,USD,25.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Flower+Onesie+Purple
GGOEGBJB210899,Google Igloo Recycled Cooler Tote,Bags,USD,60,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJB210899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Igloo+Recycled+Cooler+Tote
GGOEGAWH135447,Google Infant Hero Onesie Olive,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Onesie+Olive
GGCPGFKQ130799,Google Laptop and Cell Phone Stickers,Accessories,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGFKQ130799.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Laptop+and+Cell+Phone+Stickers
GGCPGBJQ125099,Google Large Tote Canvas,Bags,USD,10,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBJQ125099.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Large+Tote+Canvas
GGOEGAAQ057216,Google Men's Colorblock Tee White/Heather,Apparel,USD,49.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0572.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+Google+Colorblock+Tee.axd
GGOEGATC060315,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,USD,64.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0603.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Women+s+Google+1/4+Zip+Performance+Pullover+Two+Tone.axd
GGOEGALB125417,Google Women's Pride Eco-Tee Black,Apparel,USD,22,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1254.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Pride+Eco-Tee+Black
GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,USD,74.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0604.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Women+s+Google+Quillted+Insulated+Vest+Black.axd
GGCPHALC114817,Hash Code 3rd Place Women's Kit (2XL),Kit,USD,180,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1148.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+3rd+Place+Womens+Kit
GGCPHAAC114916,Hash Code Finalist Men's Kit (XL),Kit,USD,155,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1149.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+Finalist+Place+Unisex+Kit
GGCPHAAC115213,Hash Code Swag Unisex Kit (SM),Kit,USD,130,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1152.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+Swag+Unisex+Kit
GGCPTCBA148117,Kick Start Bundle 5 (Women's),Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1481.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kick+Start+Bundle+5+Womens
GGCPGCBA183399,Nest Cam Outdoor x2,tbd,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA183399.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Nest+Cam+Outdoor+x2
GGOENEBQ093599,Nest Tag - USA,Hardware,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOENEBQ093599.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Nest/Nest+Tag
GGCPGADB150917,Patagonia Cloud Men's Jacket,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1509.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Patagonia+Cloud+Mens+Jacket
GGCPGAPJ306215,SoCal IRV Women's Crewneck Sweatshirt,Apparel,USD,41.6,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX3062.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Socal+IRV+Womens+Crewneck+Sweatshirt
GGTUGOCB101599,TOPS 2020 Appeel Notebook,Office,USD,4,in_stock,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGOCB101599.jpg,https://shop.googlemerchandisestore.com/Google+Tops/Google+Appeel+Notebook
GGCPGAEJ122917,Unisex Google Play Tee and Mouse Pad,Kit,USD,20,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1229.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Unisex+Google+Play+Tee+and+Mouse+Pad
GGCPWAEL402513,Waze Unisex Premium Sweatshirt - S,Apparel,USD,35.85,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPWXXX4025.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Waze+Unisex+Premium+Sweatshirt
GGOSDALJ104115,Women's Gopher Running Tee,Apparel,USD,15,out_of_stock,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDXXX1041.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/Womens+Gopher+Running+Tee
