id,title,product_type,currency,cost,image_link,seller_name, rating,color,description,new_title,gender,google_brand
GGTUGCKA101199,#IAmRemarkable Icon Teal Sticker,"['Electronics', 'Smart Home']",USD,72,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101199.jpg,The Graphic Garage,4.1,"['Blue', 'White']","The Remarkable 2 is a paper tablet that lets you write, draw, and erase naturally. Its perfect for taking notes, sketching, and reading.",Im Remarkable 2 - The Paper Tablet,Unisex,Google
GGTUGCKA101199,#IAmRemarkable Icon Teal Sticker,"['Electronics', 'Smart Home']",USD,67,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101199.jpg,Minimalist Manifesto,3.9,"['Blue', 'White']","The Remarkable 2 is a paper tablet that lets you write, draw, and erase naturally. Its perfect for taking notes, sketching, and reading.",Im Remarkable 2 - The Paper Tablet,Unisex,Google
GGTUGCKA101199,#IAmRemarkable Icon Teal Sticker,"['Electronics', 'Smart Home']",USD,61,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101199.jpg,Print Pop,2.5,"['Blue', 'White']","The Remarkable 2 is a paper tablet that lets you write, draw, and erase naturally. Its perfect for taking notes, sketching, and reading.",Im Remarkable 2 - The Paper Tablet,Unisex,Google
GGTUGCKA101199,#IAmRemarkable Icon Teal Sticker,"['Electronics', 'Smart Home']",USD,55,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101199.jpg,The Graphic Garage,3.7,"['Blue', 'White']","The Remarkable 2 is a paper tablet that lets you write, draw, and erase naturally. Its perfect for taking notes, sketching, and reading.",Im Remarkable 2 - The Paper Tablet,Unisex,Google
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,"['Clothing', 'Accessories']",USD,67,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,Sarcasm Society,3.8,"['Red', 'White']","A white sticker with the text ""I am remarkable"" written in red.",I am remarkable,Unisex,Google
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,"['Clothing', 'Accessories']",USD,68,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,Print Pop,4.1,"['Red', 'White']","A white sticker with the text ""I am remarkable"" written in red.",I am remarkable,Unisex,Google
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,"['Clothing', 'Accessories']",USD,74,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,The Graphic Garage,3.7,"['Red', 'White']","A white sticker with the text ""I am remarkable"" written in red.",I am remarkable,Unisex,Google
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,"['Clothing', 'Accessories']",USD,77,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,Motivation Merch,3.1,"['Red', 'White']","A white sticker with the text ""I am remarkable"" written in red.",I am remarkable,Unisex,Google
GGTUGCKA101099,#IAmRemarkable Wordmark Red Sticker,"['Clothing', 'Accessories']",USD,70,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA101099.jpg,Print Pop,4.1,"['Red', 'White']","A white sticker with the text ""I am remarkable"" written in red.",I am remarkable,Unisex,Google
GGCPCDWQ192499,Accelerate 2022 Mug,"['Drinkware', 'Mugs']",USD,18,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCDWQ192499.jpg,Custom Culture,2.7,"['White', 'Grey']",This is a white mug with the Google Cloud Accelerate 22 logo on it. The mug is made of ceramic and is 15 ounces.,Google Cloud Accelerate 22 White Mug,unisex,Google Cloud
GGOEABRJ182999,Android Commuter Backpack,['Backpacks'],USD,22,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,Rebel Threads,2.9,"['Blue', 'Black']",This is a black and blue backpack with the Android logo on it.,Android Backpack,Unisex,Android
GGOEABRJ182999,Android Commuter Backpack,['Backpacks'],USD,35,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,Fandom Finds,3.3,"['Blue', 'Black']",This is a black and blue backpack with the Android logo on it.,Android Backpack,Unisex,Android
GGOEABRJ182999,Android Commuter Backpack,['Backpacks'],USD,36,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,Wanderlust Wardrobe,3.2,"['Blue', 'Black']",This is a black and blue backpack with the Android logo on it.,Android Backpack,Unisex,Android
GGOEABRJ182999,Android Commuter Backpack,['Backpacks'],USD,36,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,Motivation Merch,3.1,"['Blue', 'Black']",This is a black and blue backpack with the Android logo on it.,Android Backpack,Unisex,Android
GGOEABRJ182999,Android Commuter Backpack,['Backpacks'],USD,28,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEABRJ182999.jpg,Quirk & Co.,3.1,"['Blue', 'Black']",This is a black and blue backpack with the Android logo on it.,Android Backpack,Unisex,Android
GGOEAHPJ131210,Android Iconic Beanie,['帽子'],USD,14,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPJ131210.jpg,Rebel Threads,2.9,"['灰色', '绿色', '蓝色']",Android 灰色帽子，正面印有 Android 标志，非常适合在寒冷的天气里保持温暖。,Android 灰色帽子,男女皆宜,Android
GGOEAHPL131010,Android Iconic Hat White,"['Apparel & Accessories', 'Unisex Hats']",USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL131010.jpg,Pop Art Provisions,3.0,"['Blue', 'White']",The Android logo is embroidered on the front of this navy blue dad hat. The hat is made of 100% cotton and has a relaxed fit. Its perfect for everyday wear or showing off your love of Android.,Android Logo Dad Hat,Unisex,Android
GGOEAHPL131010,Android Iconic Hat White,"['Apparel & Accessories', 'Unisex Hats']",USD,30,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL131010.jpg,Zen Zone,2.7,"['Blue', 'White']",The Android logo is embroidered on the front of this navy blue dad hat. The hat is made of 100% cotton and has a relaxed fit. Its perfect for everyday wear or showing off your love of Android.,Android Logo Dad Hat,Unisex,Android
GGOEAHPL131010,Android Iconic Hat White,"['Apparel & Accessories', 'Unisex Hats']",USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL131010.jpg,Misfit Merch,3.8,"['Blue', 'White']",The Android logo is embroidered on the front of this navy blue dad hat. The hat is made of 100% cotton and has a relaxed fit. Its perfect for everyday wear or showing off your love of Android.,Android Logo Dad Hat,Unisex,Android
GGOEAHPL131010,Android Iconic Hat White,"['Apparel & Accessories', 'Unisex Hats']",USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAHPL131010.jpg,90s Nostalgia,4.0,"['Blue', 'White']",The Android logo is embroidered on the front of this navy blue dad hat. The hat is made of 100% cotton and has a relaxed fit. Its perfect for everyday wear or showing off your love of Android.,Android Logo Dad Hat,Unisex,Android
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,66,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,Quirk & Co.,3.1,"['Pink', 'Green']",A pink t-shirt with a graphic of three green aliens skateboarding.,Pink T-shirt with Green Skateboarding Aliens,Unisex,Google
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,63,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,Fandom Finds,3.3,"['Pink', 'Green']",A pink t-shirt with a graphic of three green aliens skateboarding.,Pink T-shirt with Green Skateboarding Aliens,Unisex,Google
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,61,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,Gamer Gear,3.6,"['Pink', 'Green']",A pink t-shirt with a graphic of three green aliens skateboarding.,Pink T-shirt with Green Skateboarding Aliens,Unisex,Google
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,Sarcasm Society,3.8,"['Pink', 'Green']",A pink t-shirt with a graphic of three green aliens skateboarding.,Pink T-shirt with Green Skateboarding Aliens,Unisex,Google
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,64,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0663.jpg,Urban Edge,2.8,"['Pink', 'Green']",A pink t-shirt with a graphic of three green aliens skateboarding.,Pink T-shirt with Green Skateboarding Aliens,Unisex,Google
GGCPGAEJ119717,"Bella Canvas Joggers, Bottle, Socks, Noogler Figurine Kit","['Apparel', 'Bottoms', 'Sweatpants']",USD,48,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1197.jpg,90s Nostalgia,4.0,"['Black', 'Charcoal']","Stay comfortable and show your love for Google with these unisex Google logo sweatpants. Made from a soft and durable cotton blend, these sweatpants feature an adjustable drawstring waistband, two side pockets, and a ribbed ankle cuffs. The bold Google logo is printed on the left leg.",Google Logo Sweatpants,Unisex,Google
GGEBCCBA107399,CAB Mid Tier - Hardware,"['Electronics', 'Smart Home']",USD,63,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA107399.jpg,Meme Mart,3.9,"['white', 'gray']","The Google Nest Mini is a smart speaker that can be used to control your home, play music, and answer questions. It is powered by the Google Assistant, which is a voice-activated virtual assistant.",Google Nest Mini (2nd Generation) - 2 Pack,unisex,Google
GGEBCCBA107399,CAB Mid Tier - Hardware,"['Electronics', 'Smart Home']",USD,53,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA107399.jpg,Canvas Couture,2.6,"['white', 'gray']","The Google Nest Mini is a smart speaker that can be used to control your home, play music, and answer questions. It is powered by the Google Assistant, which is a voice-activated virtual assistant.",Google Nest Mini (2nd Generation) - 2 Pack,unisex,Google
GGOEGDNQ191499,CPD Tumbler,"['Drinkware', 'Tumblers']",USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNQ191499.jpg,Sarcasm Society,3.0,"['White', 'Grey']",This 16oz tumbler is made of stainless steel and features a double-wall construction to keep your drinks hot or cold for hours. It also has a clear plastic lid with a slide-open spout for easy sipping.,Area Term Math Chart 16oz Tumbler,Unisex,Google
GGCNGAKB103599,Chrome Dino Socks,"['Apparel & Accessories', 'Socks']",USD,68,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGAKB103599.jpg,Quirk & Co.,3.1,"['Black', 'White']","These black socks feature a pattern of T-Rex dinosaurs, cacti, and birds.",T-Rex Dinosaur Socks - Black,Unisex,Google
GGOEGFKA209199,Classic Android 8 (2017) Emoji,['Stickers'],USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKA086699.jpg,Vinyl Vault,4.4,"['Yellow', 'White']",A sheet of emoji stickers featuring various facial expressions and symbols.,Emoji Stickers,Unisex,
GGOEGFKA209199,Classic Android 8 (2017) Emoji,['Stickers'],USD,33,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKA086699.jpg,Canvas Couture,2.6,"['Yellow', 'White']",A sheet of emoji stickers featuring various facial expressions and symbols.,Emoji Stickers,Unisex,
GGOEGFKA209199,Classic Android 8 (2017) Emoji,['Stickers'],USD,38,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKA086699.jpg,Quirk & Co.,3.1,"['Yellow', 'White']",A sheet of emoji stickers featuring various facial expressions and symbols.,Emoji Stickers,Unisex,
GGCLCAEJ124915,Data Engineer Full Zip Sweater Fleece Jacket,"['Jackets & Coats', 'Vests & Fleece']",USD,20,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1249.jpg,Zen Zone,2.7,"['White', 'Grey']",This is a grey fleece jacket with the Google Cloud Certified Professional Data Engineer logo embroidered on the front. It is a unisex jacket and is available in sizes S-XL.,Google Cloud Certified Professional Data Engineer - Grey Fleece Jacket,Unisex,Google Cloud
GGCLCAEJ124915,Data Engineer Full Zip Sweater Fleece Jacket,"['Jackets & Coats', 'Vests & Fleece']",USD,22,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1249.jpg,Fandom Finds,2.5,"['White', 'Grey']",This is a grey fleece jacket with the Google Cloud Certified Professional Data Engineer logo embroidered on the front. It is a unisex jacket and is available in sizes S-XL.,Google Cloud Certified Professional Data Engineer - Grey Fleece Jacket,Unisex,Google Cloud
GGCLCAEJ124915,Data Engineer Full Zip Sweater Fleece Jacket,"['Jackets & Coats', 'Vests & Fleece']",USD,18,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1249.jpg,Expression Essentials,3.1,"['White', 'Grey']",This is a grey fleece jacket with the Google Cloud Certified Professional Data Engineer logo embroidered on the front. It is a unisex jacket and is available in sizes S-XL.,Google Cloud Certified Professional Data Engineer - Grey Fleece Jacket,Unisex,Google Cloud
GGOEGDHC017999,Google 24 oz Alumnium Go Bottle (Made in the USA),"['Drinkware', 'Bottles']",USD,93,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC017999.jpg,Gadget Guru,3.0,"['Blue', 'Black']","Stay hydrated with this sleek and stylish Google water bottle. Made from high-quality stainless steel, this bottle is durable and will keep your drinks cold for hours.",Google Water Bottle,Unisex,Google
GGOEGDHC017999,Google 24 oz Alumnium Go Bottle (Made in the USA),"['Drinkware', 'Bottles']",USD,86,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC017999.jpg,Ironic Icons,2.5,"['Blue', 'Black']","Stay hydrated with this sleek and stylish Google water bottle. Made from high-quality stainless steel, this bottle is durable and will keep your drinks cold for hours.",Google Water Bottle,Unisex,Google
GGOEGDHC017999,Google 24 oz Alumnium Go Bottle (Made in the USA),"['Drinkware', 'Bottles']",USD,94,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC017999.jpg,Rebel Threads,2.9,"['Blue', 'Black']","Stay hydrated with this sleek and stylish Google water bottle. Made from high-quality stainless steel, this bottle is durable and will keep your drinks cold for hours.",Google Water Bottle,Unisex,Google
GGOEGDHC017999,Google 24 oz Alumnium Go Bottle (Made in the USA),"['Drinkware', 'Bottles']",USD,95,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC017999.jpg,Minimalist Manifesto,3.9,"['Blue', 'Black']","Stay hydrated with this sleek and stylish Google water bottle. Made from high-quality stainless steel, this bottle is durable and will keep your drinks cold for hours.",Google Water Bottle,Unisex,Google
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,"['Apparel & Accessories', 'Tops & Tees', 'Henleys']",USD,88,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,Fandom Finds,2.5,"['Black', 'White']",The Google Mens Henley is a comfortable and stylish shirt perfect for everyday wear. The shirt is made from a soft cotton blend and features a three-button henley collar. The shirt is black with the Google logo embroidered on the left chest.,Google Mens Henley,men,Google
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,"['Apparel & Accessories', 'Tops & Tees', 'Henleys']",USD,90,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,Sarcasm Society,3.0,"['Black', 'White']",The Google Mens Henley is a comfortable and stylish shirt perfect for everyday wear. The shirt is made from a soft cotton blend and features a three-button henley collar. The shirt is black with the Google logo embroidered on the left chest.,Google Mens Henley,men,Google
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,"['Apparel & Accessories', 'Tops & Tees', 'Henleys']",USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,The Graphic Garage,3.7,"['Black', 'White']",The Google Mens Henley is a comfortable and stylish shirt perfect for everyday wear. The shirt is made from a soft cotton blend and features a three-button henley collar. The shirt is black with the Google logo embroidered on the left chest.,Google Mens Henley,men,Google
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,"['Apparel & Accessories', 'Tops & Tees', 'Henleys']",USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,Quirk & Co.,4.5,"['Black', 'White']",The Google Mens Henley is a comfortable and stylish shirt perfect for everyday wear. The shirt is made from a soft cotton blend and features a three-button henley collar. The shirt is black with the Google logo embroidered on the left chest.,Google Mens Henley,men,Google
GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,"['Apparel & Accessories', 'Tops & Tees', 'Henleys']",USD,91,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0315.jpg,Fandom Finds,3.0,"['Black', 'White']",The Google Mens Henley is a comfortable and stylish shirt perfect for everyday wear. The shirt is made from a soft cotton blend and features a three-button henley collar. The shirt is black with the Google logo embroidered on the left chest.,Google Mens Henley,men,Google
GGOEGPJC019099,Google 7-inch Dog Flying Disc Blue,"['Sports', 'Toys & Games']",USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGPJC019099.jpg,Offbeat Outfitters,2.7,"['Blue', 'White']","The Google Blue Frisbee is a fun and functional way to show your love for Google. Made of durable plastic, this frisbee is perfect for playing catch with friends or family. Whether youre at the beach, the park, or just in your backyard, the Google Blue Frisbee is sure to bring a smile to your face.",Google Blue Frisbee,Unisex,Google
GGOEGPJC019099,Google 7-inch Dog Flying Disc Blue,"['Sports', 'Toys & Games']",USD,14,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGPJC019099.jpg,Gadget Guru,3.0,"['Blue', 'White']","The Google Blue Frisbee is a fun and functional way to show your love for Google. Made of durable plastic, this frisbee is perfect for playing catch with friends or family. Whether youre at the beach, the park, or just in your backyard, the Google Blue Frisbee is sure to bring a smile to your face.",Google Blue Frisbee,Unisex,Google
GGOEGPJC019099,Google 7-inch Dog Flying Disc Blue,"['Sports', 'Toys & Games']",USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGPJC019099.jpg,Rebel Threads,2.9,"['Blue', 'White']","The Google Blue Frisbee is a fun and functional way to show your love for Google. Made of durable plastic, this frisbee is perfect for playing catch with friends or family. Whether youre at the beach, the park, or just in your backyard, the Google Blue Frisbee is sure to bring a smile to your face.",Google Blue Frisbee,Unisex,Google
GGOECBRJ188499,Google Cloud Modern Rucksack,['Backpacks'],USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECBRJ188499.jpg,Offbeat Outfitters,2.7,"['Black', 'Grey']","The Google Cloud backpack is made of durable canvas material and features a large main compartment, a front pocket with organizer, and two side pockets. It is perfect for carrying your laptop, books, and other essentials.",Google Cloud Backpack,Unisex,Google Cloud
GGOEGEVJ023999,Google Compact Bluetooth Speaker,"['Electronics', 'Speakers']",USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVJ023999.jpg,Minimalist Manifesto,3.9,"['White', 'Blue', 'Red', 'Yellow', 'Green']","The Google Home Mini is a voice-activated smart speaker that can play music, answer questions, and control smart home devices. It is powered by the Google Assistant and has a sleek, minimalist design.",Google Home Mini Smart Speaker,Unisex,Google
GGOEGEVJ023999,Google Compact Bluetooth Speaker,"['Electronics', 'Speakers']",USD,12,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVJ023999.jpg,Custom Culture,3.6,"['White', 'Blue', 'Red', 'Yellow', 'Green']","The Google Home Mini is a voice-activated smart speaker that can play music, answer questions, and control smart home devices. It is powered by the Google Assistant and has a sleek, minimalist design.",Google Home Mini Smart Speaker,Unisex,Google
GGOEGEVJ023999,Google Compact Bluetooth Speaker,"['Electronics', 'Speakers']",USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVJ023999.jpg,Misfit Merch,3.8,"['White', 'Blue', 'Red', 'Yellow', 'Green']","The Google Home Mini is a voice-activated smart speaker that can play music, answer questions, and control smart home devices. It is powered by the Google Assistant and has a sleek, minimalist design.",Google Home Mini Smart Speaker,Unisex,Google
GGOEGEVJ023999,Google Compact Bluetooth Speaker,"['Electronics', 'Speakers']",USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVJ023999.jpg,Canvas Couture,2.6,"['White', 'Blue', 'Red', 'Yellow', 'Green']","The Google Home Mini is a voice-activated smart speaker that can play music, answer questions, and control smart home devices. It is powered by the Google Assistant and has a sleek, minimalist design.",Google Home Mini Smart Speaker,Unisex,Google
GGOEGDNQ138099,Google Cork Base Tumbler,['Drinkware'],USD,15,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNQ138099.jpg,Print Pop,4.1,"['White', 'Brown']","This is a white tumbler with a gray lid and a cork bottom. The tumbler has the word ""Google"" printed on it in gray.",Google Tumbler,Unisex,Google
GGOEGAEB173718,Google Crewneck Sweatshirt Black,['sweaters'],USD,23,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,Motivation Merch,3.1,"['black', 'white', 'blue']",This is a black sweatshirt with the Google logo embroidered on the front. The sweatshirt is made of 100% cotton and is machine-washable.,Google Sweatshirt,unisex,Google
GGOEGAEB173718,Google Crewneck Sweatshirt Black,['sweaters'],USD,16,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,Sarcasm Society,3.8,"['black', 'white', 'blue']",This is a black sweatshirt with the Google logo embroidered on the front. The sweatshirt is made of 100% cotton and is machine-washable.,Google Sweatshirt,unisex,Google
GGOEGAEB173718,Google Crewneck Sweatshirt Black,['sweaters'],USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,Fandom Finds,3.3,"['black', 'white', 'blue']",This is a black sweatshirt with the Google logo embroidered on the front. The sweatshirt is made of 100% cotton and is machine-washable.,Google Sweatshirt,unisex,Google
GGOEGAEB173718,Google Crewneck Sweatshirt Black,['sweaters'],USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,Expression Essentials,3.1,"['black', 'white', 'blue']",This is a black sweatshirt with the Google logo embroidered on the front. The sweatshirt is made of 100% cotton and is machine-washable.,Google Sweatshirt,unisex,Google
GGOEGAEB173718,Google Crewneck Sweatshirt Black,['sweaters'],USD,23,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1737.jpg,Fandom Finds,3.3,"['black', 'white', 'blue']",This is a black sweatshirt with the Google logo embroidered on the front. The sweatshirt is made of 100% cotton and is machine-washable.,Google Sweatshirt,unisex,Google
GGCSGBMJ100299,Google Duffel Bag,"['Bags', 'Duffel Bags']",USD,30,https://shop.googlemerchandisestore.com/store/20191121212/assets/items/images/GGCSGBMJ100299.jpg,Mystic Market,3.0,"['Grey', 'White']","This is a grey and white cylindrical Google duffel bag with a white strap and white text that says ""Google"".",Google Duffel Bag,Unisex,Google
GGOEGDHK211199,Google Dune Paracord Bottle,"['Drinkware', 'Bottles']",USD,33,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHK211199.jpg,90s Nostalgia,4.0,"['Pink', 'White']","The Google water bottle is made of stainless steel and has a capacity of 17 ounces. It is available in three colors: pink, white, and black.",Google Water Bottle,Unisex,Google
GGOEGDHK211199,Google Dune Paracord Bottle,"['Drinkware', 'Bottles']",USD,31,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHK211199.jpg,Ironic Icons,2.5,"['Pink', 'White']","The Google water bottle is made of stainless steel and has a capacity of 17 ounces. It is available in three colors: pink, white, and black.",Google Water Bottle,Unisex,Google
GGOEGDHK211199,Google Dune Paracord Bottle,"['Drinkware', 'Bottles']",USD,39,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHK211199.jpg,Mystic Market,4.2,"['Pink', 'White']","The Google water bottle is made of stainless steel and has a capacity of 17 ounces. It is available in three colors: pink, white, and black.",Google Water Bottle,Unisex,Google
GGOEGAWP088549,Google Flower Onesie Purple,"['Clothing', 'Baby Clothing']",USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,Rebel Threads,2.9,"['Blue', 'Multicolor']",This is a cute and comfortable baby onesie made of 100% cotton. It features a pocket design with a Google logo and flowers.,Google Baby Onesie,Unisex,Google
GGOEGAWP088549,Google Flower Onesie Purple,"['Clothing', 'Baby Clothing']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,Sarcasm Society,3.0,"['Blue', 'Multicolor']",This is a cute and comfortable baby onesie made of 100% cotton. It features a pocket design with a Google logo and flowers.,Google Baby Onesie,Unisex,Google
GGOEGAWP088549,Google Flower Onesie Purple,"['Clothing', 'Baby Clothing']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,Canvas Couture,3.4,"['Blue', 'Multicolor']",This is a cute and comfortable baby onesie made of 100% cotton. It features a pocket design with a Google logo and flowers.,Google Baby Onesie,Unisex,Google
GGOEGAWP088549,Google Flower Onesie Purple,"['Clothing', 'Baby Clothing']",USD,17,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,Quirk & Co.,3.1,"['Blue', 'Multicolor']",This is a cute and comfortable baby onesie made of 100% cotton. It features a pocket design with a Google logo and flowers.,Google Baby Onesie,Unisex,Google
GGOEGAWP088549,Google Flower Onesie Purple,"['Clothing', 'Baby Clothing']",USD,13,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0885.jpg,The Graphic Garage,4.1,"['Blue', 'Multicolor']",This is a cute and comfortable baby onesie made of 100% cotton. It features a pocket design with a Google logo and flowers.,Google Baby Onesie,Unisex,Google
GGOEGBJB210899,Google Igloo Recycled Cooler Tote,"['Bags', 'Tote Bags']",USD,74,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJB210899.jpg,Ironic Icons,2.5,['Black'],"The Google tote bag is made of durable black polyester and features a large main compartment, a front pocket with a zipper, and two side pockets. It is perfect for carrying your everyday essentials, whether youre headed to the office or the gym.",Google Tote Bag,Unisex,Google
GGOEGBJB210899,Google Igloo Recycled Cooler Tote,"['Bags', 'Tote Bags']",USD,73,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJB210899.jpg,Sarcasm Society,3.8,['Black'],"The Google tote bag is made of durable black polyester and features a large main compartment, a front pocket with a zipper, and two side pockets. It is perfect for carrying your everyday essentials, whether youre headed to the office or the gym.",Google Tote Bag,Unisex,Google
GGOEGBJB210899,Google Igloo Recycled Cooler Tote,"['Bags', 'Tote Bags']",USD,85,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJB210899.jpg,Print Pop,2.5,['Black'],"The Google tote bag is made of durable black polyester and features a large main compartment, a front pocket with a zipper, and two side pockets. It is perfect for carrying your everyday essentials, whether youre headed to the office or the gym.",Google Tote Bag,Unisex,Google
