id,title,product_type,currency,cost,image_link,seller_name,color,description,short_description
GGOEGADJ109514,Google Men's Outpost Vest,Apparel,USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1095.jpg,Canvas Couture,2.6,Black,This is a vest with the Google logo on it.,Google Vest
GGOEGADJ109514,Google Men's Outpost Vest,Apparel,USD,31,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1095.jpg,Rebel Threads,2.9,Black,This is a vest with the Google logo on it.,Google Vest
GGOEGADJ109514,Google Men's Outpost Vest,Apparel,USD,44,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1095.jpg,Print Pop,4.1,Black,This is a vest with the Google logo on it.,Google Vest
GGOEGAAJ032217,Google Men's Short Sleeve Hero Tee Ash Grey,Watches,USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Fandom Finds,3.0,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEGOLA127499,Google Mural Sticky Note Pad,Home & Office,USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOLA127499.jpg,Canvas Couture,3.4,Multicolor,"Write down your thoughts and ideas with these Post-it Super Sticky Notes. These notes are perfect for jotting down quick reminders, leaving messages, or brainstorming ideas. They are made with a strong adhesive that will stick to almost any surface, and they are also repositionable so you can move them around as needed.",Post-it Super Sticky Notes
GGOEGBML206999,Google Navy Retro Gym Bag,Bags,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBML206999.jpg,Quirk & Co.,4.5,Blue,"The Google Duffle Bag is made of durable polyester and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your gym clothes, travel essentials, or everyday items.",Google Duffle Bag
GGOEGBML206999,Google Navy Retro Gym Bag,Bags,USD,22,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBML206999.jpg,Pop Art Provisions,3.0,Blue,"The Google Duffle Bag is made of durable polyester and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your gym clothes, travel essentials, or everyday items.",Google Duffle Bag
GGOEGBML206999,Google Navy Retro Gym Bag,Bags,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBML206999.jpg,Urban Edge,2.8,Blue,"The Google Duffle Bag is made of durable polyester and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your gym clothes, travel essentials, or everyday items.",Google Duffle Bag
GGOEGBML206999,Google Navy Retro Gym Bag,Bags,USD,7,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBML206999.jpg,Fandom Finds,3.3,Blue,"The Google Duffle Bag is made of durable polyester and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your gym clothes, travel essentials, or everyday items.",Google Duffle Bag
GGEBCCBA104799,Google Out Your Desk (Chalk Nest Mini),Electronics,USD,45,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA104799.jpg,Inside Joke Emporium,4.0,Multicolor,"Google Home Mini is a voice-activated speaker that can help you with everyday tasks. It can play music, answer questions, control smart home devices, and more.",Google Home Mini
GGEBCCBA104799,Google Out Your Desk (Chalk Nest Mini),Electronics,USD,64,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA104799.jpg,Fandom Finds,3.0,Multicolor,"Google Home Mini is a voice-activated speaker that can help you with everyday tasks. It can play music, answer questions, control smart home devices, and more.",Google Home Mini
GGEBCCBA104799,Google Out Your Desk (Chalk Nest Mini),Electronics,USD,63,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA104799.jpg,Gamer Gear,3.6,Multicolor,"Google Home Mini is a voice-activated speaker that can help you with everyday tasks. It can play music, answer questions, control smart home devices, and more.",Google Home Mini
GGEBCCBA104799,Google Out Your Desk (Chalk Nest Mini),Electronics,USD,56,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA104799.jpg,Sarcasm Society,3.8,Multicolor,"Google Home Mini is a voice-activated speaker that can help you with everyday tasks. It can play music, answer questions, control smart home devices, and more.",Google Home Mini
GGOEGAEA188716,Google Pebble Half Zip Windbreaker,Apparel,USD,95,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1887.jpg,Mystic Market,4.2,White,"The Billabong All Day Half Zip Anorak Jacket in white is a lightweight, water-resistant jacket perfect for spring and summer. It features a half-zip closure, a hood, and two front pockets.",Billabong All Day Half Zip Anorak Jacket - White
GGOEGAEA188716,Google Pebble Half Zip Windbreaker,Apparel,USD,91,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1887.jpg,Ironic Icons,2.5,White,"The Billabong All Day Half Zip Anorak Jacket in white is a lightweight, water-resistant jacket perfect for spring and summer. It features a half-zip closure, a hood, and two front pockets.",Billabong All Day Half Zip Anorak Jacket - White
GGOEGABK101099,Google Phone Stand Bamboo,Electronics,USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGABK101099.jpg,Fandom Finds,2.5,Brown,"The Google Phone Stand is a great way to keep your phone in sight and within reach. Made of bamboo, it is both stylish and durable.",Google Phone Stand
GGOEGABK101099,Google Phone Stand Bamboo,Electronics,USD,16,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGABK101099.jpg,Gadget Guru,3.0,Brown,"The Google Phone Stand is a great way to keep your phone in sight and within reach. Made of bamboo, it is both stylish and durable.",Google Phone Stand
GGOEGABK101099,Google Phone Stand Bamboo,Electronics,USD,32,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGABK101099.jpg,Custom Culture,3.6,Brown,"The Google Phone Stand is a great way to keep your phone in sight and within reach. Made of bamboo, it is both stylish and durable.",Google Phone Stand
GGOEGABK101099,Google Phone Stand Bamboo,Electronics,USD,32,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGABK101099.jpg,Gadget Guru,4.0,Brown,"The Google Phone Stand is a great way to keep your phone in sight and within reach. Made of bamboo, it is both stylish and durable.",Google Phone Stand
GGOEGABK101099,Google Phone Stand Bamboo,Electronics,USD,16,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGABK101099.jpg,Print Pop,4.1,Brown,"The Google Phone Stand is a great way to keep your phone in sight and within reach. Made of bamboo, it is both stylish and durable.",Google Phone Stand
GGOEGAXA170310,Google Pride Sock,Clothing,USD,32,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAXA170310.jpg,Quirk & Co.,3.1,Multicolor,These Happy Socks are the perfect way to add a touch of fun to your everyday wardrobe. Theyre made from a soft cotton blend and feature a colorful rainbow design. Theyre sure to brighten up your day and make you smile.,Happy Socks - Rainbow Socks
GGOEGAXA170310,Google Pride Sock,Clothing,USD,36,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAXA170310.jpg,Gadget Guru,3.0,Multicolor,These Happy Socks are the perfect way to add a touch of fun to your everyday wardrobe. Theyre made from a soft cotton blend and feature a colorful rainbow design. Theyre sure to brighten up your day and make you smile.,Happy Socks - Rainbow Socks
GGOEGAXA170310,Google Pride Sock,Clothing,USD,37,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAXA170310.jpg,Canvas Couture,3.4,Multicolor,These Happy Socks are the perfect way to add a touch of fun to your everyday wardrobe. Theyre made from a soft cotton blend and feature a colorful rainbow design. Theyre sure to brighten up your day and make you smile.,Happy Socks - Rainbow Socks
GGOEGDWJ156399,Google Redwood City Campus Mug,Mugs,USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDWJ156399.jpg,90s Nostalgia,4.0,Black,"A black mug with the words ""Redwood City"" on it.",Redwood City Mug
GGOEGDWJ156399,Google Redwood City Campus Mug,Mugs,USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDWJ156399.jpg,The Graphic Garage,4.1,Black,"A black mug with the words ""Redwood City"" on it.",Redwood City Mug
GGOEGDWJ156399,Google Redwood City Campus Mug,Mugs,USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDWJ156399.jpg,Fandom Finds,3.3,Black,"A black mug with the words ""Redwood City"" on it.",Redwood City Mug
GGOEGAYR023499,Google Straw Beach Mat,Home & Garden,USD,45,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAYR023499.jpg,Cult Classic Closet,3.6,Red,"The Google Beach Mat is the perfect way to relax and enjoy the outdoors. This mat is made of durable, water-resistant material and features a convenient carrying handle. The mat is also lightweight and easy to fold up, making it easy to take with you wherever you go.",Google Beach Mat
GGOEGAYR023499,Google Straw Beach Mat,Home & Garden,USD,63,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAYR023499.jpg,Sarcasm Society,3.0,Red,"The Google Beach Mat is the perfect way to relax and enjoy the outdoors. This mat is made of durable, water-resistant material and features a convenient carrying handle. The mat is also lightweight and easy to fold up, making it easy to take with you wherever you go.",Google Beach Mat
GGOEGAYR023499,Google Straw Beach Mat,Home & Garden,USD,58,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAYR023499.jpg,Rebel Threads,2.9,Red,"The Google Beach Mat is the perfect way to relax and enjoy the outdoors. This mat is made of durable, water-resistant material and features a convenient carrying handle. The mat is also lightweight and easy to fold up, making it easy to take with you wherever you go.",Google Beach Mat
GGOEGAYR023499,Google Straw Beach Mat,Home & Garden,USD,53,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAYR023499.jpg,Gadget Guru,3.0,Red,"The Google Beach Mat is the perfect way to relax and enjoy the outdoors. This mat is made of durable, water-resistant material and features a convenient carrying handle. The mat is also lightweight and easy to fold up, making it easy to take with you wherever you go.",Google Beach Mat
GGCPGCBA175999,Google TOPS Bundle,apparel,USD,46,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA175999.jpg,Custom Culture,3.6,black,A black snapback hat with the Google logo embroidered on the front.,Google Snapback
GGCPGCBA175999,Google TOPS Bundle,apparel,USD,43,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA175999.jpg,Pop Art Provisions,3.0,black,A black snapback hat with the Google logo embroidered on the front.,Google Snapback
GGCPGCBA175999,Google TOPS Bundle,apparel,USD,46,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA175999.jpg,Zen Zone,4.3,black,A black snapback hat with the Google logo embroidered on the front.,Google Snapback
GGOEGDHR086999,Google Thermal Bottle Red,Drinkware,USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHR086999.jpg,90s Nostalgia,4.0,Red,"This 20oz red TKWide is perfect for keeping your drinks hot or cold for hours. Its made with double-wall stainless steel and a No Sweat Design, so it wont sweat or condensate on the outside. The wide mouth opening is easy to fill and clean, and the spout is designed for easy drinking. The Google logo is printed on the side in white.",Google Branded 20oz Red TKWide
GGOEGDHR086999,Google Thermal Bottle Red,Drinkware,USD,24,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHR086999.jpg,Vinyl Vault,4.4,Red,"This 20oz red TKWide is perfect for keeping your drinks hot or cold for hours. Its made with double-wall stainless steel and a No Sweat Design, so it wont sweat or condensate on the outside. The wide mouth opening is easy to fill and clean, and the spout is designed for easy drinking. The Google logo is printed on the side in white.",Google Branded 20oz Red TKWide
GGOEGDHR086999,Google Thermal Bottle Red,Drinkware,USD,41,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHR086999.jpg,Motivation Merch,3.1,Red,"This 20oz red TKWide is perfect for keeping your drinks hot or cold for hours. Its made with double-wall stainless steel and a No Sweat Design, so it wont sweat or condensate on the outside. The wide mouth opening is easy to fill and clean, and the spout is designed for easy drinking. The Google logo is printed on the side in white.",Google Branded 20oz Red TKWide
GGOEGAEJ028717,Google Women's Short Sleeve V-Neck Tee Dark Grey,Clothing,USD,77,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0287.jpg,Canvas Couture,3.4,gray,A womens v-neck t-shirt with the Google logo on the front.,Google Womens V-Neck T-Shirt
GGCPGCBA139813,Guardians and PandA Unisex Jacket Set,Mens Clothing,USD,67,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1398.jpg,The Graphic Garage,3.7,Blue,"Columbia Mens Ascender Full Zip Hoodie is a great layering piece for any outdoor activity. This hoodie is made with a soft, mid-weight fleece fabric that will keep you warm and comfortable all day long. It features a full zip closure, a hood with adjustable drawstrings, and two zippered hand pockets to keep your essentials secure.",Columbia Mens Ascender Full Zip Hoodie
GGCOGAPB218517,Hola Women's Pullover,Clothing,USD,19,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2185.jpg,Offbeat Outfitters,2.7,Black,"This is a black pullover with the word ""HOLA"" embroidered on the front in a rainbow of colors.",HOLA Rainbow Pullover
GGCOGAPB218517,Hola Women's Pullover,Clothing,USD,13,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2185.jpg,Zen Zone,2.7,Black,"This is a black pullover with the word ""HOLA"" embroidered on the front in a rainbow of colors.",HOLA Rainbow Pullover
GGCOGAPB218517,Hola Women's Pullover,Clothing,USD,7,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2185.jpg,Gadget Guru,3.0,Black,"This is a black pullover with the word ""HOLA"" embroidered on the front in a rainbow of colors.",HOLA Rainbow Pullover
GGOSGAFJ108717,OSS Bella+Canvas Sponge Fleece Pullover Hoodie,Clothing,USD,68,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGXXX1087.jpg,Misfit Merch,3.8,Black,Unisex black hoodie with white logo,Unisex Hoodie - Black
GGOSGAFJ108717,OSS Bella+Canvas Sponge Fleece Pullover Hoodie,Clothing,USD,67,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGXXX1087.jpg,The Graphic Garage,4.1,Black,Unisex black hoodie with white logo,Unisex Hoodie - Black
GGOSGAFJ108717,OSS Bella+Canvas Sponge Fleece Pullover Hoodie,Clothing,USD,70,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGXXX1087.jpg,Canvas Couture,3.4,Black,Unisex black hoodie with white logo,Unisex Hoodie - Black
GGOSGAFJ108717,OSS Bella+Canvas Sponge Fleece Pullover Hoodie,Clothing,USD,51,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGXXX1087.jpg,Misfit Merch,3.8,Black,Unisex black hoodie with white logo,Unisex Hoodie - Black
GGCLCABA107499,Partner Certification Kit,Drinkware,USD,59,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA107499.jpg,Motivation Merch,3.1,White,"The Swell Bottle is a stainless steel, vacuum-insulated water bottle that keeps drinks cold for 24 hours and hot for 12 hours. It is made with double-wall construction and a No Sweat design, so it wont sweat or condensate on the outside. The Swell Bottle is also BPA-free and dishwasher safe.",Swell Bottle - 17oz
GGCLCABA107499,Partner Certification Kit,Drinkware,USD,62,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA107499.jpg,Fandom Finds,3.0,White,"The Swell Bottle is a stainless steel, vacuum-insulated water bottle that keeps drinks cold for 24 hours and hot for 12 hours. It is made with double-wall construction and a No Sweat design, so it wont sweat or condensate on the outside. The Swell Bottle is also BPA-free and dishwasher safe.",Swell Bottle - 17oz
GGCPGAPJ198617,Sprocketeer Women's Pullover,Apparel,USD,43,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1986.jpg,Mystic Market,3.0,Ash,Unisex hoodie with a 4 Stroke Gang design.,4 Stroke Gang
GGCPGAPJ198617,Sprocketeer Women's Pullover,Apparel,USD,46,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1986.jpg,The Graphic Garage,4.1,Ash,Unisex hoodie with a 4 Stroke Gang design.,4 Stroke Gang
GGCPGAPJ198617,Sprocketeer Women's Pullover,Apparel,USD,48,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1986.jpg,Offbeat Outfitters,2.7,Ash,Unisex hoodie with a 4 Stroke Gang design.,4 Stroke Gang
GGCPGADB146214,Stormtech Unisex Basecamp Jacket,apparel,USD,80,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1462.jpg,Sarcasm Society,3.8,black,This is a high-quality mens quilted jacket.,Mens Quilted Jacket
GGCPGADB146214,Stormtech Unisex Basecamp Jacket,apparel,USD,77,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1462.jpg,Cult Classic Closet,3.6,black,This is a high-quality mens quilted jacket.,Mens Quilted Jacket
GGCPGADB146214,Stormtech Unisex Basecamp Jacket,apparel,USD,79,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1462.jpg,Vinyl Vault,4.4,black,This is a high-quality mens quilted jacket.,Mens Quilted Jacket
GGCPGADB146214,Stormtech Unisex Basecamp Jacket,apparel,USD,72,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1462.jpg,Mystic Market,3.7,black,This is a high-quality mens quilted jacket.,Mens Quilted Jacket
GGOEGOYA202199,Super G Beach Mat Blanket,Home & Garden,USD,61,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOYA202199.jpg,Cult Classic Closet,3.6,Black and White,"This picnic blanket is made of high-quality materials and is perfect for a day out in the sun. It is water-resistant and has a large surface area, making it ideal for families or groups of friends.",Picnic Blanket
GGOEGOYA202199,Super G Beach Mat Blanket,Home & Garden,USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOYA202199.jpg,Rebel Threads,2.9,Black and White,"This picnic blanket is made of high-quality materials and is perfect for a day out in the sun. It is water-resistant and has a large surface area, making it ideal for families or groups of friends.",Picnic Blanket
GGOEGOYA202199,Super G Beach Mat Blanket,Home & Garden,USD,57,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOYA202199.jpg,Inside Joke Emporium,4.0,Black and White,"This picnic blanket is made of high-quality materials and is perfect for a day out in the sun. It is water-resistant and has a large surface area, making it ideal for families or groups of friends.",Picnic Blanket
GGOEGOYA202199,Super G Beach Mat Blanket,Home & Garden,USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOYA202199.jpg,Dreamer's Den,3.2,Black and White,"This picnic blanket is made of high-quality materials and is perfect for a day out in the sun. It is water-resistant and has a large surface area, making it ideal for families or groups of friends.",Picnic Blanket
GGOEGOYA202199,Super G Beach Mat Blanket,Home & Garden,USD,58,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOYA202199.jpg,Offbeat Outfitters,2.7,Black and White,"This picnic blanket is made of high-quality materials and is perfect for a day out in the sun. It is water-resistant and has a large surface area, making it ideal for families or groups of friends.",Picnic Blanket
GGCPGCBA203817,"Toronto Noogler Welcome Swag - All Gender, White",apparel,USD,17,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2038.jpg,Fandom Finds,3.3,white,A white t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203713,"Toronto Noogler Welcome Swag - Slim Fit, Black",apparel,USD,42,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2037.jpg,Sarcasm Society,3.0,black,A black t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203713,"Toronto Noogler Welcome Swag - Slim Fit, Black",apparel,USD,42,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2037.jpg,Canvas Couture,3.4,black,A black t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203617,"Toronto Noogler Welcome Swag - Slim Fit, White",apparel,USD,24,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2036.jpg,Gadget Guru,4.0,white,A white t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203617,"Toronto Noogler Welcome Swag - Slim Fit, White",apparel,USD,33,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2036.jpg,Urban Edge,2.8,white,A white t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203617,"Toronto Noogler Welcome Swag - Slim Fit, White",apparel,USD,29,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2036.jpg,Gadget Guru,4.0,white,A white t-shirt with the Google logo on the front.,Google T-Shirt
GGCPGCBA203617,"Toronto Noogler Welcome Swag - Slim Fit, White",apparel,USD,25,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX2036.jpg,Cult Classic Closet,3.6,white,A white t-shirt with the Google logo on the front.,Google T-Shirt
GGLECDHG208199,Water Bottle,Drinkware,USD,19,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCDHG208199.jpg,Pop Art Provisions,3.0,gray,"The Klean Kanteen TKWide 20oz Water Bottle with Bamboo Cap is made from 18/8 stainless steel and features a double-wall design with Climate Lock insulation to keep drinks cold for up to 24 hours and hot for up to 12 hours. The bottle has a wide mouth opening for easy filling and cleaning, and the bamboo cap is leak-proof and easy to open and close. The bottle is also dishwasher-safe for easy cleaning.",Klean Kanteen TKWide 20oz Water Bottle with Bamboo Cap
GGCPWAEL402515,Waze Unisex Premium Sweatshirt - L,Clothing,USD,50,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPWXXX4025.jpg,Canvas Couture,2.6,Blue,"Show your love for Waze with this unisex sweatshirt. Made from a soft and comfortable cotton blend, this sweatshirt is perfect for everyday wear.",Unisex Waze Sweatshirt
GGCPWAEL402515,Waze Unisex Premium Sweatshirt - L,Clothing,USD,48,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPWXXX4025.jpg,Quirk & Co.,4.5,Blue,"Show your love for Waze with this unisex sweatshirt. Made from a soft and comfortable cotton blend, this sweatshirt is perfect for everyday wear.",Unisex Waze Sweatshirt
GGCPWAEB402318,Waze Unisex T-shirt - 3XL,t-shirt,USD,55,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPWXXX4023.jpg,Urban Edge,2.8,black,"A black t-shirt with the word ""Wolz"" printed on the chest.",Black Wolz T-Shirt
GGCPWAEB402318,Waze Unisex T-shirt - 3XL,t-shirt,USD,45,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPWXXX4023.jpg,Gadget Guru,4.0,black,"A black t-shirt with the word ""Wolz"" printed on the chest.",Black Wolz T-Shirt
GGOEWALJ083415,Waze Women's Typography Short Sleeve Tee,apparel,USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEWXXX0834.jpg,Canvas Couture,2.6,white,A heather grey t-shirt with the words Driving & Smart & Early & Waze printed on it.,Driving & Smart & Early & Waze
GGOEWALJ083415,Waze Women's Typography Short Sleeve Tee,apparel,USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEWXXX0834.jpg,Custom Culture,2.7,white,A heather grey t-shirt with the words Driving & Smart & Early & Waze printed on it.,Driving & Smart & Early & Waze
GGOEYDHA179499,YouTube Expressive Nalgene Bottle,Watches,USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Zen Zone,2.7,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEYDHA179499,YouTube Expressive Nalgene Bottle,Watches,USD,73,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Vinyl Vault,4.4,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEYDHA179499,YouTube Expressive Nalgene Bottle,Watches,USD,78,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Mystic Market,3.0,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEYDHA179499,YouTube Expressive Nalgene Bottle,Watches,USD,77,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Fandom Finds,2.5,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEYDHA179499,YouTube Expressive Nalgene Bottle,Watches,USD,66,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Rebel Threads,2.9,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGCPGAEB139112,YouTube New Era Unisex Full-Zip Hoodie,Apparel,USD,62,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1391.jpg,Zen Zone,2.7,Charcoal,A zip-up hooded sweatshirt made from a soft and comfortable cotton blend.,Mens Full-Zip Hooded Sweatshirt
GGCPGAEB139112,YouTube New Era Unisex Full-Zip Hoodie,Apparel,USD,59,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1391.jpg,Wanderlust Wardrobe,3.2,Charcoal,A zip-up hooded sweatshirt made from a soft and comfortable cotton blend.,Mens Full-Zip Hooded Sweatshirt
GGCPGAEB139112,YouTube New Era Unisex Full-Zip Hoodie,Apparel,USD,68,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1391.jpg,90s Nostalgia,4.0,Charcoal,A zip-up hooded sweatshirt made from a soft and comfortable cotton blend.,Mens Full-Zip Hooded Sweatshirt
GGCPGAEB139112,YouTube New Era Unisex Full-Zip Hoodie,Apparel,USD,73,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1391.jpg,Mystic Market,3.0,Charcoal,A zip-up hooded sweatshirt made from a soft and comfortable cotton blend.,Mens Full-Zip Hooded Sweatshirt
GGCPGAEB139112,YouTube New Era Unisex Full-Zip Hoodie,Apparel,USD,58,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1391.jpg,Zen Zone,2.7,Charcoal,A zip-up hooded sweatshirt made from a soft and comfortable cotton blend.,Mens Full-Zip Hooded Sweatshirt
GGCPGCBA141019,YouTube Unisex Hoodie and Cheese Board Set,Clothing,USD,27,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1410.jpg,Pop Art Provisions,3.0,Grey,"This zip hoodie is perfect for layering on chilly days. Its made from a soft cotton blend and features a full zip closure, hood, and two front pockets.",Mens Full Zip Hoodie
GGCPGCBA141019,YouTube Unisex Hoodie and Cheese Board Set,Clothing,USD,13,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1410.jpg,Custom Culture,2.7,Grey,"This zip hoodie is perfect for layering on chilly days. Its made from a soft cotton blend and features a full zip closure, hood, and two front pockets.",Mens Full Zip Hoodie
