id,title,product_type,currency,value,image_link,color,description,gender,google_brand
GGOEGAXR074928,Google Toddler Tee Fruit Games Banana,"['Clothing & Accessories', 'Tops & T-shirts']",USD,23.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0749.jpg,"['Red', 'Yellow', 'Blue']",This toddler tee features a bright and colorful design of a banana wearing a headband and doing a jumping pose. The shirt is made of 100% cotton and is perfect for everyday wear. The vibrant colors and playful design will make this shirt a favorite for your little one.,Unisex,Google
GGOEGAEJ176513,Google Charcoal Jogger,"['Clothing & accessories', 'Unisex clothing', 'Bottoms', 'Sweatpants']",USD,42,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1765.jpg,"['Black', 'Charcoal']","The Google Charcoal Jogger is a comfortable and stylish way to show your love for Google. These joggers are made from a soft and comfortable cotton blend, and feature a relaxed fit with a drawstring waistband. The joggers also have two side pockets and a back pocket for storing your essentials. The Google logo is embroidered on the left leg.",Unisex,Google
GGOEGADD203915,Google Russet Sweatshirt,['sweatshirts'],USD,69,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2039.jpg,['brown'],A crewneck sweatshirt in a relaxed fit. It has a vintage washed look and is made from a soft cotton blend. The sweatshirt features the Google logo on the chest. Its perfect for everyday wear.,unisex,Google
GGOEGAEJ028817,Womens Short Sleeve Badge Tee,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,18.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0288.jpg,"['White', 'Blue']",A classic crew neck tee made from 100% cotton. It features a small embroidered logo on the chest and a relaxed fit.,women,Google
GGOEGARJ058417,Yoga Pants,['Clothing & Accessories > Activewear > Womens Activewear > Womens Tights & Leggings'],USD,98.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0584.jpg,"['Black', 'Grey']","The Womens Yoga Pants are a great choice for your next yoga session. They are made from a soft, stretchy fabric that will keep you comfortable during your practice. The pants feature a high waistband for a secure fit and a gusseted crotch for freedom of movement. The flatlock seams help to reduce chafing, and the moisture-wicking fabric will keep you dry.",women,Google
GGPRGCBA100599,Google Writing Set,"['Office supplies', 'Gifts']",USD,11.5,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA100599.jpg,"['Grey', 'Brown', 'Green', 'Yellow']",The Google Writing Set includes two Google logo pens and a cork and canvas pencil case. The pencil case is grey with a brown cork bottom and black zipper. The pens are green and yellow with a black Google logo.,Unisex,Google
GGCPGAEB173515,Unisex Go Everywhere Hoodie,"['Clothing and accessories', 'Bags and luggage', 'Camping and hiking']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1735.jpg,"['Black', 'Multicolor']",The Unisex Go Everywhere Hoodie is the perfect companion for your next adventure. This full-zip hoodie is made with a soft and durable cotton blend and features a relaxed fit. The hoodie also has a front kangaroo pocket and a drawcord hood. The Go Everywhere Hoodie is available in a variety of colors and is perfect for layering on a cool day.,Unisex,Google
GGCPYAJJ176617,Unisex Sport Yoga Shorts,['Clothing & Accessories > Shorts'],USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPYXXX1766.jpg,['Grey'],"The Sport Yoga Short is a versatile, lightweight short designed for yoga, running, and other athletic activities. It is made with a soft, quick-drying fabric that will keep you cool and comfortable during your workout. The short features a relaxed fit with a drawstring waistband for a secure fit. It has two side pockets for storing small items.",Unisex,
GGOSDAAJ104713,Mens Gopher Pocket Tee,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,15,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDXXX1047.jpg,"['White', 'Black']",A heather gray t-shirt with a cute cartoon gopher peeking out of a pocket on the front. The gopher is wearing a blue shirt and has a friendly expression on its face. The shirt is made of 100% cotton and is soft and comfortable to wear.,men,Gopher
GGOENEBB079399,Nest Protect Smoke + Carbon Monoxide Alarm,"['Home & Kitchen', 'Smart Home Devices', 'Smoke & Carbon Monoxide Alarms']",USD,99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOENEBB079399.jpg,['Black'],"Nest Protect is the smoke and carbon monoxide alarm that thinks, speaks and sends alerts to your phone. It’s the first alarm to combine a smoke sensor, a carbon monoxide sensor, and a nightlight in one device. Nest Protect is easy to install yourself and can be placed on the wall or ceiling.",Unisex,Nest
GGCLCDBG109399,Google Cloud Certification Glass,"['Drinkware', 'Glassware']",USD,13,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDBG109399.jpg,"['White', 'Blue', 'Red', 'Yellow', 'Green']","Celebrate your Google Cloud Certification with this 11oz glass. Perfect for enjoying your favorite beverage, this glass is a great way to show off your accomplishment.",Unisex,Google Cloud
GGCLCAQB122316,Roots73 Full Zip Hoodie,"['Clothing', 'Hoodies & Sweatshirts']",USD,0,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1223.jpg,"['Black', 'White']","The Roots73 Full Zip Hoodie is a classic and comfortable hoodie made from a soft cotton blend. It features a full zip closure, a hood with adjustable drawstrings, and a kangaroo pocket.",women,Google
GGCPCCBA201217,Google Cloud T-shirt & Backpack Bundle,"['Apparel', 'Backpacks']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX2012.jpg,"['dark grey', 'blue']",Bundle of a dark grey unisex t-shirt with the Advanced Solutions Lab logo and a dark grey Google Cloud backpack.,unisex,Google Cloud
GGOEWFKA082999,Baby on Board Sign,['automotive'],USD,2.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEWFKA082999.jpg,"['yellow', 'white', 'blue']","This is a cute baby on board sign with a pacifier in its mouth. It is yellow and white, with a blue pacifier.",unisex,
GGOEYFKQ020699,YouTube Logo Sticker Sheet,"['Electronics', 'Stickers']",USD,1.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYFKQ020699.jpg,"['Red', 'White', 'Black']","This sticker sheet features the YouTube logo in various sizes. The stickers are made of durable vinyl and are perfect for decorating your laptop, water bottle, or anything else you like. The sheet is 8.5"" x 11"" and includes 12 stickers.",Unisex,Youtube
GGOEYAEB091816,YouTube T-shirt,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,22,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0918.jpg,"['Black', 'Red']",A black cotton t-shirt with the YouTube logo on the chest.,Unisex,YouTube
GGTUGCKA100999,I am remarkable,"['Clothing & Accessories', 'Stickers']",USD,1,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTUGCKA100999.jpg,"['Gold', 'White']","A gold and white sticker with the text ""I am remarkable"" written in a handwritten font.",Unisex,Google
GGCPGAEJ127914,Unisex Canyon Fleece Jacket,"['Jackets & Vests', 'Jackets']",USD,96,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1279.jpg,"['Grey', 'White']","The North Face Canyon Fleece Jacket is a great choice for outdoor activities. It is made with a soft and warm fleece fabric, and features a full-zip front, two hand pockets, and a drawcord hem. This jacket is perfect for layering on colder days, and is available in a variety of colors.",Unisex,
GGCPGAEJ121913,ADH UX Tee and Mug Kit,"['Clothing', 'T-shirts']",USD,37,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1219.jpg,"['Black', 'White']",This is a Bella Canvas 3001 T-shirt in black with the ADH UX logo on the front. It is paired with a white Google mug.,Unisex,Google
GGOEAFKA087599,Android Sticker Sheet,"['Electronics', 'Stickers']",USD,3,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFKA087599.jpg,"['Green', 'Black', 'White']","A sheet of removable stickers featuring the Android logo in various poses. The stickers are green and black, and the sheet is white.",Unisex,Android
GGOEGAEA199699,Google Dinosaur Holiday Sock,"['Apparel & Accessories', 'Socks']",USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAEA199699.jpg,"['Black', 'White']",The Google Dinosaur Holiday Sock is a fun and festive way to show your love for Google and the holiday season. The sock features a black and white design with a colorful Google dinosaur and holiday-themed icons.,Unisex,Google
GGCLCBMJ127099,Google Cloud Essentials Duffel Bag,"['Bags', 'Duffel Bags']",USD,39.01,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCBMJ127099.jpg,"['Black', 'Grey']","The Google Cloud Essentials Duffel Bag is a perfect way to carry your essentials to the gym, the office, or anywhere else you go. This bag is made of durable materials and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap.",Unisex,Google Cloud
GGCLCAQJ105113,Cloud Developer Hoodie & Hat,"['Apparel & Accessories', 'Unisex']",USD,90,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1051.jpg,"['Black', 'Blue', 'White', 'Yellow']",This is a black zip-up hoodie with the Google Cloud logo on the front and a black hat with the Google Cloud logo on the front. The hoodie is made of 80% cotton and 20% polyester. The hat is made of 100% cotton.,Unisex,Google Cloud
GGCPGCBA209799,Duffel Bag and Tumbler Set,"['Bags', 'Duffel Bags']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA209799.jpg,"['Black', 'Brown']","The perfect set for your next trip, the Core ML Foundations Duffel Bag and Tumbler Set includes a durable duffel bag and a stainless steel tumbler. The bag is made of 600D polyester and features a large main compartment, a front zippered pocket, and an adjustable shoulder strap. The tumbler is made of stainless steel and has a double-wall construction to keep your drinks hot or cold for hours. Both the bag and the tumbler are decorated with the Core ML Foundations logo.",Unisex,
GGCLCADB113316,Mens Full-Zip Fleece Jacket,"['Clothing', 'Jackets & Coats']",USD,45,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1133.jpg,['Black'],"This mens full-zip fleece jacket is made of 100% polyester and is perfect for outdoor activities. It features a full-zip front, two front hand pockets, and a stand-up collar.",men,Google
GGCLCADB119415,Google Cloud Certified Data Engineer Jacket,"['Apparel', 'Jackets & Coats']",USD,44.75,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1194.jpg,"['Black', 'Blue']",This black full-zip fleece jacket is made of 100% polyester and features a water-resistant finish. It has a relaxed fit and a full-zip front closure. The jacket also has two front hand pockets and a chest pocket. The jacket is machine-washable and dryer-safe.,Unisex,Google Cloud
GGCPCCBA401117,Google Cloud T-Shirt,"['Apparel & Accessories', 'Unisex Clothing', 'T-Shirts']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX4011.jpg,['Grey'],A grey t-shirt with the Google Cloud logo on the front.,Unisex,Google Cloud
GGCLCDNQ111999,DevOps Tumbler and Hat Kit,"['Electronics', 'Accessories', 'Hats', 'Drinkware']",USD,46,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDNQ111999.jpg,"['Black', 'White', 'Red', 'Blue', 'Yellow', 'Green']","This kit includes a 16oz stainless steel tumbler and a black baseball cap with the Google Cloud logo embroidered on the front. The tumbler is perfect for keeping your coffee or tea hot on your way to work, and the hat will help you stay cool and protected from the sun.",Unisex,Google Cloud
GGCLCBBB128499,Google Cloud Certified Fanny Pack,"['Bags', 'Fanny Packs']",USD,42,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCBBB128499.jpg,['Black'],"The Google Cloud Certified Cloud Devops Engineer Fanny Pack is a great way to show your support for Google Cloud and your love of fanny packs. This stylish and functional fanny pack is made of durable materials and features a spacious main compartment, a front zippered pocket, and an adjustable waist strap. Its the perfect size for carrying your essentials, whether youre headed to the gym, the office, or just out for a walk.",Unisex,Google Cloud
GGCPGDWB137499,Ember Mug,"['Drinkware', 'Mugs']",USD,150,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGDWB137499.jpg,"['Black', 'Multicolor']",The Ember Mug² is the world’s first temperature controlled mug. Ember allows you to set your ideal drinking temperature and keeps your beverage at that temperature for up to 1.5 hours. You can control your Ember Mug² with the Ember app or your voice using Alexa or Google Assistant. The Ember Mug² is made of stainless steel and has a ceramic coating. It is dishwasher safe and comes with a charging coaster.,Unisex,Google
GGCPGCBA127399,Food Lab Orange Mask Kit,"['Food', 'Snacks']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA127399.jpg,"['Brown', 'Yellow']","The Food Lab Orange Mask Kit is a great way to protect yourself from the harmful effects of pollution. The kit includes a mask and a filter, which can be used to filter out dust, pollen, and other harmful particles. The mask is made of a soft, comfortable material and is easy to wear.",Unisex,Google
GGOEGDHR098199,Google Water Bottle,"['Drinkware', 'Bottles']",USD,7,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHR098199.jpg,"['Red', 'Brown']",This is a 24oz water bottle with a red body and a brown lid. It has a ring on the lid for easy carrying.,Unisex,Google
GGOEGAAC075816,Google Adult Tee Fruit Games Cherries,"['Apparel & Accessories', 'Unisex Clothing', 'T-shirts']",USD,26.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0758.jpg,"['Blue', 'Red']",A blue t-shirt with a graphic of two cherries on it. The cherries are wearing sunglasses and have arms and legs. The t-shirt is made of 100% cotton and is machine washable.,men,Google
GGOEGCBM142399,Google Austin Campus Lapel Pin,['Pins & Buttons'],USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBM142399.jpg,"['Red', 'White']","The Google Austin Campus Lapel Pin is a great way to show your love for the city of Austin and Google. The pin features the Google logo in white on a red background, with the words ""Austin, Texas"" written in white around the edge. The pin is made of metal and is about 1 inch in diameter. Its the perfect accessory for any Google fan or Austinite.",Unisex,Google
GGOEGAER141014,Chicago Google Campus Unisex Tee,"['Clothing & accessories', 'Tops & tees', 'T-shirts']",USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1410.jpg,"['Red', 'White']",A maroon unisex tee with a white Google Chicago logo on the front.,Unisex,Google
GGCPCAHJ100117,Google Cloud Mens Trainer Polo,"['Apparel & Accessories', 'Tops & Tees', 'Polos']",USD,24,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1001.jpg,"['Blue', 'Black']",The Google Cloud Mens Trainer Polo is made of 100% polyester and features a moisture-wicking finish. It has a classic fit with a ribbed collar and cuffs. The polo is navy blue with a white Google Cloud logo on the left chest.,men,Google Cloud
GGCPCCBQ158199,Google Cloud Microfiber Fitness Towel,"['Sports and Outdoors', 'Exercise and Fitness', 'Fitness Accessories']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBQ158199.jpg,"['White', 'Blue', 'Red', 'Yellow', 'Green']","Stay cool and dry during your workout with the Google Cloud Microfiber Fitness Towel. This towel is made with a soft, absorbent microfiber material that will wick away sweat and keep you feeling fresh. Its also lightweight and compact, so you can easily pack it in your gym bag or travel with it.",unisex,Google Cloud
GGCPCCBJ157899,Google Cloud Picnic Blanket,"['Home & Garden', 'Picnic & Camping']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBJ157899.jpg,"['Brown', 'Grey']","The Google Cloud Picnic Blanket is the perfect accessory for your next outdoor adventure. This blanket is made from high-quality materials and is designed to be durable and long-lasting. The blanket is also water-resistant and easy to clean, making it the perfect choice for picnics, camping, or just relaxing in the park. The blanket is a great way to show your love for Google Cloud and is sure to be a hit at your next event.",Unisex,Google Cloud
GGOEGOCA121499,Google Color Block Notebook,"['Office supplies', 'Notebooks']",USD,12,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOCA121499.jpg,"['Red', 'Yellow', 'Blue', 'Green']",The Google Color Block Notebook is a great way to keep your notes organized. The notebook features a spiral binding and a durable cover. The pages are lined and there is a handy pocket on the inside back cover.,Unisex,Google
GGOEGFKQ020799,Google Doodle Sticker Sheet,['Stickers'],USD,3,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKQ020799.jpg,['Multicolor'],A sheet of stickers featuring various Google Doodles.,Unisex,Google
GGCNGAAB102718,Google T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,39,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGXXX1027.jpg,"['Black', 'Multicolor']","A classic black t-shirt, made from 100% organic cotton, featuring the Google logo on the front in a variety of colours.",Unisex,Google
GGCOGOBA211799,Google Greeting Card Variety Pack,"['Greeting Cards', 'Birthday']",USD,22,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGOBA211799.jpg,['Multicolor'],"This pack of greeting cards contains four cards, each with a different design. The cards are perfect for sending to friends and family to celebrate birthdays and other special occasions.",Unisex,Google
GGPRGCBA121999,Google Inspired Set,"['Office Supplies', 'Journals & Notebooks']",USD,0,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA121999.jpg,"['Red', 'Brown']","This set includes a red notebook and a cork pouch. The notebook has a red cover with the word ""Google"" printed on it in white. The cork pouch is made from natural cork and has a zipper closure.",Unisex,Google
GGOEGAYC118312,Google Kids Playful Tee,"['Apparel & Accessories', 'Tops & Tees', 'T-shirts']",USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1183.jpg,"['Blue', 'Multicolor']",A blue t-shirt with a multi-color geometric pattern all over. The Google logo is printed on the front.,Unisex,Google
GGCPGOCJ161399,Google Journal,['Journals & Notebooks'],USD,12.79,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOCJ093999.jpg,"['Grey', 'Black']",The Google Large Standard Journal is a great way to keep your notes organized. This journal features a durable hard cover and 192 lined pages. The journal is also available in a variety of colors to match your personality.,Unisex,Google
GGTPGCBA105799,Google Legacy Blanket,['Blankets'],USD,0,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPGCBA105799.jpg,"['Red', 'Orange']","The Google Legacy Folded Blanket is made of high-quality materials and is perfect for picnics, camping, or just relaxing in the park. It is water-resistant and has a soft fleece lining. The blanket is also lightweight and easy to carry.",Unisex,Google
GGPIGADL101012,Google Lightweight Windbreaker,"['Jackets & Coats', 'Unisex']",USD,63,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPIGXXX1010.jpg,"['Blue', 'White']",This is a lightweight navy windbreaker from Google. It is water-resistant and has a hood. The jacket has a full zip closure and two front pockets. The Google logo is printed on the chest.,Unisex,Google
GGOEGCKH152299,Google Mountain View Campus Sticker,"['Electronics', 'Stickers']",USD,2,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCKH152299.jpg,"['Green', 'White']",A green and white sticker with the words Mountain View and Google on it. The sticker also features a skull of a T-Rex dinosaur.,Unisex,Google
GGOEGOLB178999,Google Memo Notebook Set,"['Office supplies', 'Notebooks']",USD,7,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOLB178999.jpg,"['Black', 'Brown']",A notebook with a spiral binding and a hard cover. The cover is black with the Google logo on it. The notebook has 100 pages of lined paper.,Unisex,Google
GGOEGOAD131399,Google Recycled Writing Set,"['Office supplies', 'Writing supplies']",USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAD131399.jpg,"['Brown', 'Green']","This eco-friendly writing set from Google includes a pencil, a pen, and a sharpener. The pencil and pen are made from recycled materials and the sharpener is made from bamboo.",Unisex,Google
GGOEGHGA118499,Google Primary Color Kids Sunglasses,"['Unisex Sunglasses', 'Novelty Sunglasses']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHGA118499.jpg,"['Red', 'Yellow']",These unisex kids sunglasses are red and yellow. They are made of plastic and have a rectangular frame. The lenses are blue and have 100% UVA/UVB protection.,Unisex,Google
GGOEGAEJ147114,Unisex Zip Hoodie,['sweatshirts'],USD,58,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1471.jpg,['gray'],"Unisex zip hoodie with the Google SF Campus logo embroidered on the front. The hoodie is made of a soft and comfortable cotton blend and features a relaxed fit. It has a front zip closure, a hood with drawstrings, and two front pockets.",unisex,Google
GGOEGAEH110614,Google Tonal Tee,"['Apparel', 'Tops', 'T-shirts']",USD,21.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1106.jpg,['Olive'],"The Google Tonal Tee is a relaxed fit, short sleeve tee in an olive green colorway. It features the Google logo in black on the chest. The tee is made from 100% cotton and is machine washable.",Unisex,Google
GGOEGAWH088848,Google Baby Onesie,"['Clothing', 'Baby Clothing', 'Onesies']",USD,26,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0888.jpg,"['Green', 'White']",This is a green baby onesie with the Google logo on it.,Unisex,Google
GGOEGALC153314,Google Sunnyvale Campus Womens V-Neck Tee - Heather Blue,"['Apparel & Accessories', 'Tops & Tees', 'T-shirts']",USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1533.jpg,['Blue'],A heather blue womens v-neck tee with a white and blue Google Sunnyvale Campus logo on the front.,women,Google
GGOEGAEJ104414,Google Logo T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,22.03,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1044.jpg,"['Blue', 'Grey']",A blue t-shirt with the Google logo on the front.,Unisex,Google
GGOEGBPB082099,Google Upcycled Laptop Bag,"['Bags', 'Laptop Bags']",USD,59.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBPB082099.jpg,"['Black', 'Grey']",The Google Upcycled Laptop Bag is made from recycled bicycle inner tubes. It is a sustainable and stylish way to carry your laptop and other essentials. The bag is black and grey and has a Google logo on the front.,Unisex,Google
GGOEGBJJ099499,Google Utility Bag,"['Electronics', 'Accessories', 'Gadget Cases']",USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJJ099499.jpg,"['Grey', 'Black']","The Google Utility Bag is a great way to store your small electronics and accessories. It is made of durable neoprene material and features a zippered closure. The bag is also water-resistant, so you can be sure your belongings will stay dry.",Unisex,Google
GGOEGAEJ028013,Google Womens Hero Tee,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,16.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0280.jpg,"['White', 'Grey']","A classic crew neck tee made from 100% cotton. Its soft and comfortable, and perfect for everyday wear. The bold Google logo on the front shows your love for the tech giant.",women,Google
GGCPGCBA140215,Guardians Unisex Full-Zip Hoodie,"['Apparel', 'Jackets & Vests']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1402.jpg,"['Blue', 'Black']","This is a full-zip hoodie made of a soft and comfortable cotton blend. It has a relaxed fit and features a hood with a drawstring, two front pockets and ribbed cuffs and hem. The hoodie is available in a variety of colors and is perfect for layering on a cool day.",Unisex,Google
GGCPHALJ170614,Forge Grey Heather Full-Zip Jacket,"['Apparel', 'Jackets & Coats']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1706.jpg,"['Grey', 'Black']","A classic full-zip jacket made from a soft, mid-weight fleece. Perfect for layering on cooler days.",women,hashcode
GGCPTAEB190716,Kick Start T-shirt,"['Clothing', 'T-shirts']",USD,26.05,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1907.jpg,['Grey'],A grey t-shirt with the Kick Start logo on the front and a list of Google products on the back.,Unisex,Kick Start
GGCPTAEB191515,Kick Start T-Shirt and Hydration Pack,"['Clothing', 'Bags']",USD,95.04,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1915.jpg,"['Blue', 'Black']",A heather grey unisex t-shirt with a black Kick Start logo on the front and a multi-color Kick Start logo on the back. It is paired with a blue hydration pack.,Unisex,Kick Start
GGCPGCBA206499,Google Branded Duffel Bag,"['Backpacks and Bags', 'Duffel Bags']",USD,18.71,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA206499.jpg,"['Yellow', 'White']","This is a yellow and white Google branded duffel bag. It is perfect for carrying your belongings to the gym, on a trip, or to work. The bag is made of durable canvas material and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap.",Unisex,Google
GGOSKAEP100012,Contributor T-Shirt,"['Apparel & Accessories', 'Unisex Clothing', 'T-shirts']",USD,0,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSKXXX1001.jpg,['Blue'],Show your support for Kubeflow with this limited edition T-shirt. The shirt is made of 100% cotton and features a blue Kubeflow logo on the front.,Unisex,Kubeflow
GGOSKAEP100018,Kubeflow Docs Contributor T-Shirt,"['Clothing', 'T-shirts']",USD,15,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSKXXX1000.jpg,['Purple'],"Show your support for Kubeflow Docs with this comfortable, high-quality t-shirt. The shirt is made from 100% cotton and features a ribbed crew neck, short sleeves, and a relaxed fit. The design is printed on the front of the shirt and features the Kubeflow logo and the words ""Kubeflow Docs Contributor"".",Unisex,Kubeflow
GGCLCDNQ114299,Google Cloud Certified Machine Learning Engineer Tumbler,"['Drinkware', 'Tumblers']",USD,30,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDNQ114299.jpg,"['White', 'Silver']","This 16oz Corkcicle tumbler is perfect for keeping your drinks hot or cold for hours. It features a stainless steel body with a powder-coated finish, and a clear plastic lid with a slide-open closure. The tumbler is also dishwasher-safe for easy cleaning.",Unisex,Google Cloud
GGCLCCBJ125799,Google Cloud Certified Professional Cloud Network Engineer Plush Blanket,['Blankets'],USD,0,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCCBJ125799.jpg,['Grey'],This blanket is made of 100% polyester and is machine-washable. The blanket is grey and features the Google Cloud Certified logo.,unisex,Google Cloud
GGCPGCBA207999,Commuter Laptop Bag,"['Electronics', 'Laptop Bags']",USD,42.48,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA20799.jpg,"['Black', 'Grey']","The Commuter Laptop Bag is a stylish and functional laptop bag that is perfect for everyday use. It is made of high-quality materials and features a spacious main compartment, a padded laptop sleeve, and a variety of pockets for storing your essentials.",Unisex,Google
GGCPGCBA139699,Cheese Board and Cutlery Set with Magnetic Closure and Tools,"['Home & Kitchen', 'Cheese & Charcuterie Boards']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA139699.jpg,"['Brown', 'Black']","This cheese board and cutlery set is made of acacia wood and marble. It includes a cheese knife, a butter knife, a fork, and a spreader. The board has a magnetic closure and a leather strap for easy carrying. The set is perfect for entertaining guests or for a romantic night in.",Unisex,Google
GGCPGCLB400299,Sprocketeer Tech Sleeve - Black,"['Electronics', 'Laptop Bags']",USD,25.12,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCLB400299.jpg,"['Black', 'Grey']","The Sprocketeer Tech Sleeve is a stylish and functional way to protect your laptop. Made from durable canvas, it features a padded interior and a zippered closure. The sleeve is also water-resistant, so you can rest assured that your laptop will stay safe and dry. With a range of fun and colourful designs to choose from, youre sure to find the perfect sleeve to match your style.",Unisex,
GGCPGADJ193013,Spyder Mens Puffer Vest,['Vests'],USD,104.75,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1930.jpg,['Black'],"The Spyder Mens Pelmo Puffer Vest is a great way to stay warm and stylish this winter. This vest is made with a water-resistant shell and a cozy down fill, so you can be sure youll stay dry and comfortable all day long. It also features a hood and two zippered pockets, so you can keep your essentials close at hand. The vest is black and has a Spyder logo on the chest.",men,
